FID,OBJECTID,DEPTH,DOWLKNUM,abs_depth,LAKE_NAME,Shape_Leng,e,n
1525,1128902,0,3008500,0,Bad Medicine,19472.02438,317636,5221182
1526,1128902,0,3008500,0,Bad Medicine,19472.02438,317632,5221177
1527,1128902,0,3008500,0,Bad Medicine,19472.02438,317629,5221173
1528,1128902,0,3008500,0,Bad Medicine,19472.02438,317622,5221164
1529,1128902,0,3008500,0,Bad Medicine,19472.02438,317620,5221156
1530,1128902,0,3008500,0,Bad Medicine,19472.02438,317616,5221150
1531,1128902,0,3008500,0,Bad Medicine,19472.02438,317612,5221143
1532,1128902,0,3008500,0,Bad Medicine,19472.02438,317609,5221138
1533,1128902,0,3008500,0,Bad Medicine,19472.02438,317603,5221132
1534,1128902,0,3008500,0,Bad Medicine,19472.02438,317600,5221129
1535,1128902,0,3008500,0,Bad Medicine,19472.02438,317598,5221125
1536,1128902,0,3008500,0,Bad Medicine,19472.02438,317594,5221119
1537,1128902,0,3008500,0,Bad Medicine,19472.02438,317589,5221112
1538,1128902,0,3008500,0,Bad Medicine,19472.02438,317585,5221107
1539,1128902,0,3008500,0,Bad Medicine,19472.02438,317579,5221103
1540,1128902,0,3008500,0,Bad Medicine,19472.02438,317572,5221101
1541,1128902,0,3008500,0,Bad Medicine,19472.02438,317567,5221098
1542,1128902,0,3008500,0,Bad Medicine,19472.02438,317558,5221095
1543,1128902,0,3008500,0,Bad Medicine,19472.02438,317551,5221094
1544,1128902,0,3008500,0,Bad Medicine,19472.02438,317544,5221090
1545,1128902,0,3008500,0,Bad Medicine,19472.02438,317539,5221086
1546,1128902,0,3008500,0,Bad Medicine,19472.02438,317534,5221082
1547,1128902,0,3008500,0,Bad Medicine,19472.02438,317530,5221080
1548,1128902,0,3008500,0,Bad Medicine,19472.02438,317526,5221076
1549,1128902,0,3008500,0,Bad Medicine,19472.02438,317523,5221073
1550,1128902,0,3008500,0,Bad Medicine,19472.02438,317519,5221068
1551,1128902,0,3008500,0,Bad Medicine,19472.02438,317516,5221061
1552,1128902,0,3008500,0,Bad Medicine,19472.02438,317516,5221054
1553,1128902,0,3008500,0,Bad Medicine,19472.02438,317515,5221047
1554,1128902,0,3008500,0,Bad Medicine,19472.02438,317514,5221036
1555,1128902,0,3008500,0,Bad Medicine,19472.02438,317515,5221031
1556,1128902,0,3008500,0,Bad Medicine,19472.02438,317516,5221022
1557,1128902,0,3008500,0,Bad Medicine,19472.02438,317518,5221013
1558,1128902,0,3008500,0,Bad Medicine,19472.02438,317518,5221007
1559,1128902,0,3008500,0,Bad Medicine,19472.02438,317519,5221003
1560,1128902,0,3008500,0,Bad Medicine,19472.02438,317519,5220996
1561,1128902,0,3008500,0,Bad Medicine,19472.02438,317518,5220988
1562,1128902,0,3008500,0,Bad Medicine,19472.02438,317516,5220981
1563,1128902,0,3008500,0,Bad Medicine,19472.02438,317515,5220976
1564,1128902,0,3008500,0,Bad Medicine,19472.02438,317516,5220970
1565,1128902,0,3008500,0,Bad Medicine,19472.02438,317513,5220956
1566,1128902,0,3008500,0,Bad Medicine,19472.02438,317510,5220952
1567,1128902,0,3008500,0,Bad Medicine,19472.02438,317507,5220946
1568,1128902,0,3008500,0,Bad Medicine,19472.02438,317504,5220940
1569,1128902,0,3008500,0,Bad Medicine,19472.02438,317502,5220935
1570,1128902,0,3008500,0,Bad Medicine,19472.02438,317499,5220933
1571,1128902,0,3008500,0,Bad Medicine,19472.02438,317493,5220927
1572,1128902,0,3008500,0,Bad Medicine,19472.02438,317491,5220920
1573,1128902,0,3008500,0,Bad Medicine,19472.02438,317488,5220913
1574,1128902,0,3008500,0,Bad Medicine,19472.02438,317485,5220905
1575,1128902,0,3008500,0,Bad Medicine,19472.02438,317481,5220895
1576,1128902,0,3008500,0,Bad Medicine,19472.02438,317479,5220887
1577,1128902,0,3008500,0,Bad Medicine,19472.02438,317477,5220877
1578,1128902,0,3008500,0,Bad Medicine,19472.02438,317475,5220871
1579,1128902,0,3008500,0,Bad Medicine,19472.02438,317475,5220863
1580,1128902,0,3008500,0,Bad Medicine,19472.02438,317474,5220859
1581,1128902,0,3008500,0,Bad Medicine,19472.02438,317474,5220849
1582,1128902,0,3008500,0,Bad Medicine,19472.02438,317474,5220837
1583,1128902,0,3008500,0,Bad Medicine,19472.02438,317475,5220830
1584,1128902,0,3008500,0,Bad Medicine,19472.02438,317472,5220814
1585,1128902,0,3008500,0,Bad Medicine,19472.02438,317468,5220808
1586,1128902,0,3008500,0,Bad Medicine,19472.02438,317465,5220804
1587,1128902,0,3008500,0,Bad Medicine,19472.02438,317462,5220801
1588,1128902,0,3008500,0,Bad Medicine,19472.02438,317458,5220796
1589,1128902,0,3008500,0,Bad Medicine,19472.02438,317454,5220792
1590,1128902,0,3008500,0,Bad Medicine,19472.02438,317447,5220788
1591,1128902,0,3008500,0,Bad Medicine,19472.02438,317441,5220788
1592,1128902,0,3008500,0,Bad Medicine,19472.02438,317435,5220786
1593,1128902,0,3008500,0,Bad Medicine,19472.02438,317431,5220783
1594,1128902,0,3008500,0,Bad Medicine,19472.02438,317428,5220778
1595,1128902,0,3008500,0,Bad Medicine,19472.02438,317425,5220773
1596,1128902,0,3008500,0,Bad Medicine,19472.02438,317421,5220771
1597,1128902,0,3008500,0,Bad Medicine,19472.02438,317413,5220771
1598,1128902,0,3008500,0,Bad Medicine,19472.02438,317406,5220771
1599,1128902,0,3008500,0,Bad Medicine,19472.02438,317399,5220773
1600,1128902,0,3008500,0,Bad Medicine,19472.02438,317394,5220775
1601,1128902,0,3008500,0,Bad Medicine,19472.02438,317389,5220780
1602,1128902,0,3008500,0,Bad Medicine,19472.02438,317384,5220781
1603,1128902,0,3008500,0,Bad Medicine,19472.02438,317379,5220782
1604,1128902,0,3008500,0,Bad Medicine,19472.02438,317373,5220783
1605,1128902,0,3008500,0,Bad Medicine,19472.02438,317369,5220784
1606,1128902,0,3008500,0,Bad Medicine,19472.02438,317364,5220782
1607,1128902,0,3008500,0,Bad Medicine,19472.02438,317360,5220781
1608,1128902,0,3008500,0,Bad Medicine,19472.02438,317357,5220778
1609,1128902,0,3008500,0,Bad Medicine,19472.02438,317355,5220774
1610,1128902,0,3008500,0,Bad Medicine,19472.02438,317353,5220770
1611,1128902,0,3008500,0,Bad Medicine,19472.02438,317351,5220766
1612,1128902,0,3008500,0,Bad Medicine,19472.02438,317349,5220764
1613,1128902,0,3008500,0,Bad Medicine,19472.02438,317345,5220760
1614,1128902,0,3008500,0,Bad Medicine,19472.02438,317343,5220757
1615,1128902,0,3008500,0,Bad Medicine,19472.02438,317340,5220753
1616,1128902,0,3008500,0,Bad Medicine,19472.02438,317336,5220748
1617,1128902,0,3008500,0,Bad Medicine,19472.02438,317332,5220744
1618,1128902,0,3008500,0,Bad Medicine,19472.02438,317332,5220741
1619,1128902,0,3008500,0,Bad Medicine,19472.02438,317331,5220734
1620,1128902,0,3008500,0,Bad Medicine,19472.02438,317332,5220727
1621,1128902,0,3008500,0,Bad Medicine,19472.02438,317336,5220722
1622,1128902,0,3008500,0,Bad Medicine,19472.02438,317338,5220714
1623,1128902,0,3008500,0,Bad Medicine,19472.02438,317336,5220709
1624,1128902,0,3008500,0,Bad Medicine,19472.02438,317337,5220702
1625,1128902,0,3008500,0,Bad Medicine,19472.02438,317338,5220697
1626,1128902,0,3008500,0,Bad Medicine,19472.02438,317339,5220691
1627,1128902,0,3008500,0,Bad Medicine,19472.02438,317340,5220683
1628,1128902,0,3008500,0,Bad Medicine,19472.02438,317340,5220675
1629,1128902,0,3008500,0,Bad Medicine,19472.02438,317340,5220669
1630,1128902,0,3008500,0,Bad Medicine,19472.02438,317338,5220661
1631,1128902,0,3008500,0,Bad Medicine,19472.02438,317332,5220655
1632,1128902,0,3008500,0,Bad Medicine,19472.02438,317323,5220653
1633,1128902,0,3008500,0,Bad Medicine,19472.02438,317316,5220651
1634,1128902,0,3008500,0,Bad Medicine,19472.02438,317307,5220649
1635,1128902,0,3008500,0,Bad Medicine,19472.02438,317302,5220644
1636,1128902,0,3008500,0,Bad Medicine,19472.02438,317296,5220640
1637,1128902,0,3008500,0,Bad Medicine,19472.02438,317291,5220635
1638,1128902,0,3008500,0,Bad Medicine,19472.02438,317287,5220631
1639,1128902,0,3008500,0,Bad Medicine,19472.02438,317283,5220631
1640,1128902,0,3008500,0,Bad Medicine,19472.02438,317279,5220629
1641,1128902,0,3008500,0,Bad Medicine,19472.02438,317276,5220625
1642,1128902,0,3008500,0,Bad Medicine,19472.02438,317274,5220621
1643,1128902,0,3008500,0,Bad Medicine,19472.02438,317272,5220618
1644,1128902,0,3008500,0,Bad Medicine,19472.02438,317273,5220615
1645,1128902,0,3008500,0,Bad Medicine,19472.02438,317277,5220614
1646,1128902,0,3008500,0,Bad Medicine,19472.02438,317280,5220614
1647,1128902,0,3008500,0,Bad Medicine,19472.02438,317283,5220612
1648,1128902,0,3008500,0,Bad Medicine,19472.02438,317284,5220606
1649,1128902,0,3008500,0,Bad Medicine,19472.02438,317286,5220599
1650,1128902,0,3008500,0,Bad Medicine,19472.02438,317289,5220597
1651,1128902,0,3008500,0,Bad Medicine,19472.02438,317289,5220593
1652,1128902,0,3008500,0,Bad Medicine,19472.02438,317287,5220585
1653,1128902,0,3008500,0,Bad Medicine,19472.02438,317285,5220580
1654,1128902,0,3008500,0,Bad Medicine,19472.02438,317280,5220572
1655,1128902,0,3008500,0,Bad Medicine,19472.02438,317273,5220562
1656,1128902,0,3008500,0,Bad Medicine,19472.02438,317263,5220557
1657,1128902,0,3008500,0,Bad Medicine,19472.02438,317258,5220550
1658,1128902,0,3008500,0,Bad Medicine,19472.02438,317251,5220545
1659,1128902,0,3008500,0,Bad Medicine,19472.02438,317247,5220541
1660,1128902,0,3008500,0,Bad Medicine,19472.02438,317241,5220536
1661,1128902,0,3008500,0,Bad Medicine,19472.02438,317234,5220531
1662,1128902,0,3008500,0,Bad Medicine,19472.02438,317230,5220528
1663,1128902,0,3008500,0,Bad Medicine,19472.02438,317221,5220525
1664,1128902,0,3008500,0,Bad Medicine,19472.02438,317211,5220521
1665,1128902,0,3008500,0,Bad Medicine,19472.02438,317202,5220512
1666,1128902,0,3008500,0,Bad Medicine,19472.02438,317198,5220507
1667,1128902,0,3008500,0,Bad Medicine,19472.02438,317193,5220502
1668,1128902,0,3008500,0,Bad Medicine,19472.02438,317189,5220499
1669,1128902,0,3008500,0,Bad Medicine,19472.02438,317186,5220495
1670,1128902,0,3008500,0,Bad Medicine,19472.02438,317186,5220488
1671,1128902,0,3008500,0,Bad Medicine,19472.02438,317185,5220486
1672,1128902,0,3008500,0,Bad Medicine,19472.02438,317179,5220483
1673,1128902,0,3008500,0,Bad Medicine,19472.02438,317172,5220481
1674,1128902,0,3008500,0,Bad Medicine,19472.02438,317167,5220477
1675,1128902,0,3008500,0,Bad Medicine,19472.02438,317163,5220472
1676,1128902,0,3008500,0,Bad Medicine,19472.02438,317154,5220459
1677,1128902,0,3008500,0,Bad Medicine,19472.02438,317146,5220454
1678,1128902,0,3008500,0,Bad Medicine,19472.02438,317138,5220451
1679,1128902,0,3008500,0,Bad Medicine,19472.02438,317134,5220444
1680,1128902,0,3008500,0,Bad Medicine,19472.02438,317134,5220435
1681,1128902,0,3008500,0,Bad Medicine,19472.02438,317137,5220427
1682,1128902,0,3008500,0,Bad Medicine,19472.02438,317139,5220422
1683,1128902,0,3008500,0,Bad Medicine,19472.02438,317141,5220410
1684,1128902,0,3008500,0,Bad Medicine,19472.02438,317148,5220398
1685,1128902,0,3008500,0,Bad Medicine,19472.02438,317149,5220389
1686,1128902,0,3008500,0,Bad Medicine,19472.02438,317156,5220380
1687,1128902,0,3008500,0,Bad Medicine,19472.02438,317161,5220372
1688,1128902,0,3008500,0,Bad Medicine,19472.02438,317167,5220365
1689,1128902,0,3008500,0,Bad Medicine,19472.02438,317173,5220356
1690,1128902,0,3008500,0,Bad Medicine,19472.02438,317176,5220347
1691,1128902,0,3008500,0,Bad Medicine,19472.02438,317180,5220340
1692,1128902,0,3008500,0,Bad Medicine,19472.02438,317182,5220334
1693,1128902,0,3008500,0,Bad Medicine,19472.02438,317182,5220324
1694,1128902,0,3008500,0,Bad Medicine,19472.02438,317180,5220312
1695,1128902,0,3008500,0,Bad Medicine,19472.02438,317182,5220305
1696,1128902,0,3008500,0,Bad Medicine,19472.02438,317184,5220294
1697,1128902,0,3008500,0,Bad Medicine,19472.02438,317185,5220286
1698,1128902,0,3008500,0,Bad Medicine,19472.02438,317188,5220281
1699,1128902,0,3008500,0,Bad Medicine,19472.02438,317191,5220276
1700,1128902,0,3008500,0,Bad Medicine,19472.02438,317192,5220273
1701,1128902,0,3008500,0,Bad Medicine,19472.02438,317195,5220263
1702,1128902,0,3008500,0,Bad Medicine,19472.02438,317199,5220255
1703,1128902,0,3008500,0,Bad Medicine,19472.02438,317200,5220249
1704,1128902,0,3008500,0,Bad Medicine,19472.02438,317202,5220237
1705,1128902,0,3008500,0,Bad Medicine,19472.02438,317202,5220228
1706,1128902,0,3008500,0,Bad Medicine,19472.02438,317202,5220218
1707,1128902,0,3008500,0,Bad Medicine,19472.02438,317198,5220201
1708,1128902,0,3008500,0,Bad Medicine,19472.02438,317197,5220193
1709,1128902,0,3008500,0,Bad Medicine,19472.02438,317194,5220187
1710,1128902,0,3008500,0,Bad Medicine,19472.02438,317188,5220181
1711,1128902,0,3008500,0,Bad Medicine,19472.02438,317182,5220178
1712,1128902,0,3008500,0,Bad Medicine,19472.02438,317175,5220174
1713,1128902,0,3008500,0,Bad Medicine,19472.02438,317161,5220169
1714,1128902,0,3008500,0,Bad Medicine,19472.02438,317152,5220169
1715,1128902,0,3008500,0,Bad Medicine,19472.02438,317148,5220174
1716,1128902,0,3008500,0,Bad Medicine,19472.02438,317146,5220177
1717,1128902,0,3008500,0,Bad Medicine,19472.02438,317142,5220185
1718,1128902,0,3008500,0,Bad Medicine,19472.02438,317140,5220192
1719,1128902,0,3008500,0,Bad Medicine,19472.02438,317139,5220199
1720,1128902,0,3008500,0,Bad Medicine,19472.02438,317137,5220205
1721,1128902,0,3008500,0,Bad Medicine,19472.02438,317136,5220212
1722,1128902,0,3008500,0,Bad Medicine,19472.02438,317133,5220220
1723,1128902,0,3008500,0,Bad Medicine,19472.02438,317129,5220225
1724,1128902,0,3008500,0,Bad Medicine,19472.02438,317123,5220228
1725,1128902,0,3008500,0,Bad Medicine,19472.02438,317120,5220230
1726,1128902,0,3008500,0,Bad Medicine,19472.02438,317115,5220232
1727,1128902,0,3008500,0,Bad Medicine,19472.02438,317107,5220234
1728,1128902,0,3008500,0,Bad Medicine,19472.02438,317101,5220234
1729,1128902,0,3008500,0,Bad Medicine,19472.02438,317095,5220232
1730,1128902,0,3008500,0,Bad Medicine,19472.02438,317090,5220228
1731,1128902,0,3008500,0,Bad Medicine,19472.02438,317086,5220223
1732,1128902,0,3008500,0,Bad Medicine,19472.02438,317081,5220216
1733,1128902,0,3008500,0,Bad Medicine,19472.02438,317076,5220211
1734,1128902,0,3008500,0,Bad Medicine,19472.02438,317072,5220204
1735,1128902,0,3008500,0,Bad Medicine,19472.02438,317067,5220195
1736,1128902,0,3008500,0,Bad Medicine,19472.02438,317065,5220187
1737,1128902,0,3008500,0,Bad Medicine,19472.02438,317062,5220178
1738,1128902,0,3008500,0,Bad Medicine,19472.02438,317058,5220174
1739,1128902,0,3008500,0,Bad Medicine,19472.02438,317056,5220172
1740,1128902,0,3008500,0,Bad Medicine,19472.02438,317055,5220166
1741,1128902,0,3008500,0,Bad Medicine,19472.02438,317053,5220162
1742,1128902,0,3008500,0,Bad Medicine,19472.02438,317048,5220151
1743,1128902,0,3008500,0,Bad Medicine,19472.02438,317045,5220146
1744,1128902,0,3008500,0,Bad Medicine,19472.02438,317042,5220137
1745,1128902,0,3008500,0,Bad Medicine,19472.02438,317040,5220129
1746,1128902,0,3008500,0,Bad Medicine,19472.02438,317036,5220123
1747,1128902,0,3008500,0,Bad Medicine,19472.02438,317033,5220116
1748,1128902,0,3008500,0,Bad Medicine,19472.02438,317032,5220110
1749,1128902,0,3008500,0,Bad Medicine,19472.02438,317029,5220108
1750,1128902,0,3008500,0,Bad Medicine,19472.02438,317028,5220103
1751,1128902,0,3008500,0,Bad Medicine,19472.02438,317027,5220098
1752,1128902,0,3008500,0,Bad Medicine,19472.02438,317025,5220090
1753,1128902,0,3008500,0,Bad Medicine,19472.02438,317024,5220084
1754,1128902,0,3008500,0,Bad Medicine,19472.02438,317023,5220077
1755,1128902,0,3008500,0,Bad Medicine,19472.02438,317021,5220070
1756,1128902,0,3008500,0,Bad Medicine,19472.02438,317018,5220063
1757,1128902,0,3008500,0,Bad Medicine,19472.02438,317015,5220060
1758,1128902,0,3008500,0,Bad Medicine,19472.02438,317009,5220054
1759,1128902,0,3008500,0,Bad Medicine,19472.02438,317003,5220051
1760,1128902,0,3008500,0,Bad Medicine,19472.02438,316996,5220050
1761,1128902,0,3008500,0,Bad Medicine,19472.02438,316987,5220045
1762,1128902,0,3008500,0,Bad Medicine,19472.02438,316982,5220041
1763,1128902,0,3008500,0,Bad Medicine,19472.02438,316976,5220034
1764,1128902,0,3008500,0,Bad Medicine,19472.02438,316970,5220029
1765,1128902,0,3008500,0,Bad Medicine,19472.02438,316964,5220025
1766,1128902,0,3008500,0,Bad Medicine,19472.02438,316960,5220021
1767,1128902,0,3008500,0,Bad Medicine,19472.02438,316954,5220018
1768,1128902,0,3008500,0,Bad Medicine,19472.02438,316949,5220016
1769,1128902,0,3008500,0,Bad Medicine,19472.02438,316944,5220013
1770,1128902,0,3008500,0,Bad Medicine,19472.02438,316939,5220006
1771,1128902,0,3008500,0,Bad Medicine,19472.02438,316936,5220000
1772,1128902,0,3008500,0,Bad Medicine,19472.02438,316931,5219993
1773,1128902,0,3008500,0,Bad Medicine,19472.02438,316929,5219989
1774,1128902,0,3008500,0,Bad Medicine,19472.02438,316928,5219982
1775,1128902,0,3008500,0,Bad Medicine,19472.02438,316927,5219972
1776,1128902,0,3008500,0,Bad Medicine,19472.02438,316927,5219967
1777,1128902,0,3008500,0,Bad Medicine,19472.02438,316927,5219959
1778,1128902,0,3008500,0,Bad Medicine,19472.02438,316927,5219951
1779,1128902,0,3008500,0,Bad Medicine,19472.02438,316928,5219947
1780,1128902,0,3008500,0,Bad Medicine,19472.02438,316927,5219940
1781,1128902,0,3008500,0,Bad Medicine,19472.02438,316926,5219936
1782,1128902,0,3008500,0,Bad Medicine,19472.02438,316921,5219932
1783,1128902,0,3008500,0,Bad Medicine,19472.02438,316915,5219925
1784,1128902,0,3008500,0,Bad Medicine,19472.02438,316913,5219919
1785,1128902,0,3008500,0,Bad Medicine,19472.02438,316910,5219912
1786,1128902,0,3008500,0,Bad Medicine,19472.02438,316908,5219903
1787,1128902,0,3008500,0,Bad Medicine,19472.02438,316907,5219898
1788,1128902,0,3008500,0,Bad Medicine,19472.02438,316908,5219890
1789,1128902,0,3008500,0,Bad Medicine,19472.02438,316908,5219885
1790,1128902,0,3008500,0,Bad Medicine,19472.02438,316909,5219879
1791,1128902,0,3008500,0,Bad Medicine,19472.02438,316910,5219874
1792,1128902,0,3008500,0,Bad Medicine,19472.02438,316909,5219869
1793,1128902,0,3008500,0,Bad Medicine,19472.02438,316906,5219865
1794,1128902,0,3008500,0,Bad Medicine,19472.02438,316900,5219857
1795,1128902,0,3008500,0,Bad Medicine,19472.02438,316896,5219853
1796,1128902,0,3008500,0,Bad Medicine,19472.02438,316887,5219846
1797,1128902,0,3008500,0,Bad Medicine,19472.02438,316879,5219840
1798,1128902,0,3008500,0,Bad Medicine,19472.02438,316873,5219832
1799,1128902,0,3008500,0,Bad Medicine,19472.02438,316866,5219825
1800,1128902,0,3008500,0,Bad Medicine,19472.02438,316859,5219815
1801,1128902,0,3008500,0,Bad Medicine,19472.02438,316852,5219807
1802,1128902,0,3008500,0,Bad Medicine,19472.02438,316847,5219795
1803,1128902,0,3008500,0,Bad Medicine,19472.02438,316838,5219783
1804,1128902,0,3008500,0,Bad Medicine,19472.02438,316831,5219770
1805,1128902,0,3008500,0,Bad Medicine,19472.02438,316829,5219764
1806,1128902,0,3008500,0,Bad Medicine,19472.02438,316825,5219757
1807,1128902,0,3008500,0,Bad Medicine,19472.02438,316820,5219752
1808,1128902,0,3008500,0,Bad Medicine,19472.02438,316817,5219745
1809,1128902,0,3008500,0,Bad Medicine,19472.02438,316812,5219738
1810,1128902,0,3008500,0,Bad Medicine,19472.02438,316809,5219730
1811,1128902,0,3008500,0,Bad Medicine,19472.02438,316801,5219723
1812,1128902,0,3008500,0,Bad Medicine,19472.02438,316796,5219716
1813,1128902,0,3008500,0,Bad Medicine,19472.02438,316793,5219711
1814,1128902,0,3008500,0,Bad Medicine,19472.02438,316788,5219708
1815,1128902,0,3008500,0,Bad Medicine,19472.02438,316781,5219705
1816,1128902,0,3008500,0,Bad Medicine,19472.02438,316774,5219702
1817,1128902,0,3008500,0,Bad Medicine,19472.02438,316769,5219700
1818,1128902,0,3008500,0,Bad Medicine,19472.02438,316762,5219696
1819,1128902,0,3008500,0,Bad Medicine,19472.02438,316759,5219693
1820,1128902,0,3008500,0,Bad Medicine,19472.02438,316748,5219690
1821,1128902,0,3008500,0,Bad Medicine,19472.02438,316740,5219688
1822,1128902,0,3008500,0,Bad Medicine,19472.02438,316733,5219686
1823,1128902,0,3008500,0,Bad Medicine,19472.02438,316728,5219683
1824,1128902,0,3008500,0,Bad Medicine,19472.02438,316720,5219681
1825,1128902,0,3008500,0,Bad Medicine,19472.02438,316717,5219678
1826,1128902,0,3008500,0,Bad Medicine,19472.02438,316713,5219671
1827,1128902,0,3008500,0,Bad Medicine,19472.02438,316709,5219665
1828,1128902,0,3008500,0,Bad Medicine,19472.02438,316705,5219663
1829,1128902,0,3008500,0,Bad Medicine,19472.02438,316702,5219657
1830,1128902,0,3008500,0,Bad Medicine,19472.02438,316697,5219651
1831,1128902,0,3008500,0,Bad Medicine,19472.02438,316694,5219647
1832,1128902,0,3008500,0,Bad Medicine,19472.02438,316692,5219640
1833,1128902,0,3008500,0,Bad Medicine,19472.02438,316686,5219632
1834,1128902,0,3008500,0,Bad Medicine,19472.02438,316681,5219626
1835,1128902,0,3008500,0,Bad Medicine,19472.02438,316672,5219618
1836,1128902,0,3008500,0,Bad Medicine,19472.02438,316668,5219612
1837,1128902,0,3008500,0,Bad Medicine,19472.02438,316665,5219609
1838,1128902,0,3008500,0,Bad Medicine,19472.02438,316662,5219604
1839,1128902,0,3008500,0,Bad Medicine,19472.02438,316660,5219598
1840,1128902,0,3008500,0,Bad Medicine,19472.02438,316658,5219596
1841,1128902,0,3008500,0,Bad Medicine,19472.02438,316654,5219594
1842,1128902,0,3008500,0,Bad Medicine,19472.02438,316651,5219592
1843,1128902,0,3008500,0,Bad Medicine,19472.02438,316647,5219588
1844,1128902,0,3008500,0,Bad Medicine,19472.02438,316645,5219581
1845,1128902,0,3008500,0,Bad Medicine,19472.02438,316643,5219574
1846,1128902,0,3008500,0,Bad Medicine,19472.02438,316639,5219569
1847,1128902,0,3008500,0,Bad Medicine,19472.02438,316632,5219565
1848,1128902,0,3008500,0,Bad Medicine,19472.02438,316629,5219560
1849,1128902,0,3008500,0,Bad Medicine,19472.02438,316620,5219551
1850,1128902,0,3008500,0,Bad Medicine,19472.02438,316617,5219546
1851,1128902,0,3008500,0,Bad Medicine,19472.02438,316614,5219540
1852,1128902,0,3008500,0,Bad Medicine,19472.02438,316609,5219537
1853,1128902,0,3008500,0,Bad Medicine,19472.02438,316603,5219533
1854,1128902,0,3008500,0,Bad Medicine,19472.02438,316601,5219528
1855,1128902,0,3008500,0,Bad Medicine,19472.02438,316598,5219523
1856,1128902,0,3008500,0,Bad Medicine,19472.02438,316595,5219519
1857,1128902,0,3008500,0,Bad Medicine,19472.02438,316590,5219516
1858,1128902,0,3008500,0,Bad Medicine,19472.02438,316588,5219510
1859,1128902,0,3008500,0,Bad Medicine,19472.02438,316583,5219506
1860,1128902,0,3008500,0,Bad Medicine,19472.02438,316580,5219501
1861,1128902,0,3008500,0,Bad Medicine,19472.02438,316578,5219495
1862,1128902,0,3008500,0,Bad Medicine,19472.02438,316576,5219491
1863,1128902,0,3008500,0,Bad Medicine,19472.02438,316572,5219487
1864,1128902,0,3008500,0,Bad Medicine,19472.02438,316569,5219481
1865,1128902,0,3008500,0,Bad Medicine,19472.02438,316567,5219476
1866,1128902,0,3008500,0,Bad Medicine,19472.02438,316562,5219469
1867,1128902,0,3008500,0,Bad Medicine,19472.02438,316558,5219456
1868,1128902,0,3008500,0,Bad Medicine,19472.02438,316552,5219447
1869,1128902,0,3008500,0,Bad Medicine,19472.02438,316547,5219442
1870,1128902,0,3008500,0,Bad Medicine,19472.02438,316544,5219435
1871,1128902,0,3008500,0,Bad Medicine,19472.02438,316539,5219428
1872,1128902,0,3008500,0,Bad Medicine,19472.02438,316535,5219422
1873,1128902,0,3008500,0,Bad Medicine,19472.02438,316533,5219416
1874,1128902,0,3008500,0,Bad Medicine,19472.02438,316530,5219409
1875,1128902,0,3008500,0,Bad Medicine,19472.02438,316530,5219398
1876,1128902,0,3008500,0,Bad Medicine,19472.02438,316529,5219393
1877,1128902,0,3008500,0,Bad Medicine,19472.02438,316523,5219384
1878,1128902,0,3008500,0,Bad Medicine,19472.02438,316519,5219379
1879,1128902,0,3008500,0,Bad Medicine,19472.02438,316516,5219378
1880,1128902,0,3008500,0,Bad Medicine,19472.02438,316513,5219377
1881,1128902,0,3008500,0,Bad Medicine,19472.02438,316510,5219377
1882,1128902,0,3008500,0,Bad Medicine,19472.02438,316508,5219378
1883,1128902,0,3008500,0,Bad Medicine,19472.02438,316506,5219377
1884,1128902,0,3008500,0,Bad Medicine,19472.02438,316506,5219373
1885,1128902,0,3008500,0,Bad Medicine,19472.02438,316506,5219367
1886,1128902,0,3008500,0,Bad Medicine,19472.02438,316504,5219364
1887,1128902,0,3008500,0,Bad Medicine,19472.02438,316505,5219360
1888,1128902,0,3008500,0,Bad Medicine,19472.02438,316501,5219352
1889,1128902,0,3008500,0,Bad Medicine,19472.02438,316498,5219350
1890,1128902,0,3008500,0,Bad Medicine,19472.02438,316493,5219345
1891,1128902,0,3008500,0,Bad Medicine,19472.02438,316491,5219340
1892,1128902,0,3008500,0,Bad Medicine,19472.02438,316489,5219336
1893,1128902,0,3008500,0,Bad Medicine,19472.02438,316487,5219329
1894,1128902,0,3008500,0,Bad Medicine,19472.02438,316484,5219324
1895,1128902,0,3008500,0,Bad Medicine,19472.02438,316478,5219319
1896,1128902,0,3008500,0,Bad Medicine,19472.02438,316474,5219315
1897,1128902,0,3008500,0,Bad Medicine,19472.02438,316471,5219309
1898,1128902,0,3008500,0,Bad Medicine,19472.02438,316467,5219300
1899,1128902,0,3008500,0,Bad Medicine,19472.02438,316463,5219291
1900,1128902,0,3008500,0,Bad Medicine,19472.02438,316461,5219285
1901,1128902,0,3008500,0,Bad Medicine,19472.02438,316459,5219279
1902,1128902,0,3008500,0,Bad Medicine,19472.02438,316459,5219271
1903,1128902,0,3008500,0,Bad Medicine,19472.02438,316457,5219265
1904,1128902,0,3008500,0,Bad Medicine,19472.02438,316453,5219258
1905,1128902,0,3008500,0,Bad Medicine,19472.02438,316449,5219250
1906,1128902,0,3008500,0,Bad Medicine,19472.02438,316445,5219242
1907,1128902,0,3008500,0,Bad Medicine,19472.02438,316442,5219235
1908,1128902,0,3008500,0,Bad Medicine,19472.02438,316439,5219230
1909,1128902,0,3008500,0,Bad Medicine,19472.02438,316436,5219228
1910,1128902,0,3008500,0,Bad Medicine,19472.02438,316433,5219228
1911,1128902,0,3008500,0,Bad Medicine,19472.02438,316428,5219229
